age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,y
48,4,2,1,0,-18,1,0,0,20,1,430,4,0
33,9,2,2,0,1393,1,0,0,18,5,1127,3,1
32,9,1,1,0,286,0,0,0,20,0,60,1,0
28,6,2,1,0,5679,1,0,0,9,3,701,4,1
43,4,2,2,0,483,0,0,0,19,1,950,6,1
35,1,1,3,0,53,0,0,2,17,6,495,2,0
37,4,1,2,0,860,1,0,0,17,0,818,2,0
40,7,1,1,0,581,1,0,2,15,8,1013,3,0
35,3,1,0,0,113,1,0,0,17,5,923,2,1
44,7,1,1,0,-18,0,1,0,23,5,510,2,0
29,9,2,2,0,673,1,0,0,9,3,835,3,1
51,0,2,1,0,895,0,0,0,23,5,638,2,1
34,0,1,2,0,142,1,0,0,13,8,459,1,1
50,4,1,1,0,2910,0,0,1,29,5,790,1,0
54,1,1,1,0,0,0,0,1,17,9,483,1,0
24,1,1,1,0,1073,1,0,2,3,6,569,2,0
34,9,2,1,0,475,1,0,0,29,5,538,8,0
32,4,1,2,0,8300,0,1,0,14,5,460,3,0
35,4,1,2,0,0,0,0,0,6,1,543,4,0
29,8,2,1,0,314,0,0,0,30,0,465,1,1
55,0,1,1,0,602,0,0,0,1,6,324,3,1
39,4,1,2,0,937,0,0,0,16,0,144,4,1
52,4,1,2,0,0,1,0,0,3,3,790,1,0
36,7,1,0,0,0,1,0,2,2,6,1036,1,1
27,2,1,1,0,2329,0,0,1,27,10,131,1,1
54,5,1,1,0,1371,0,0,1,25,5,1492,2,1
27,9,2,2,0,200,0,0,0,3,6,508,1,0
43,1,1,1,0,184,0,1,0,16,5,1019,11,1
38,0,1,2,0,293,0,0,0,15,0,85,1,0
40,1,1,1,0,1100,1,0,2,29,8,660,2,0
41,4,1,2,0,1715,0,1,0,30,5,695,2,0
53,1,1,0,0,1409,1,0,0,2,0,464,1,0
45,1,0,0,0,1805,0,0,0,7,5,758,1,0
35,0,1,1,0,3187,1,0,0,3,0,445,1,0
44,7,1,1,0,5780,1,0,0,1,0,525,2,0
51,1,1,0,0,1194,1,0,0,18,9,714,1,0
33,4,2,2,0,259,0,0,0,8,0,195,6,0
52,1,2,1,0,359,1,0,0,30,5,444,2,0
53,9,2,2,0,-167,1,1,0,2,3,289,1,0
35,7,1,1,0,2179,0,0,0,20,0,207,1,0
58,7,2,1,0,1430,1,0,0,20,0,861,6,0
47,9,1,1,0,-149,0,1,2,3,5,504,1,0
43,0,1,2,0,279,1,0,0,30,0,155,1,0
26,9,2,1,0,1231,1,0,0,3,6,385,2,1
32,9,2,2,0,502,1,0,1,20,9,442,4,0
51,4,1,0,0,33,1,0,0,24,5,624,2,0
28,9,2,1,0,1581,0,1,0,7,5,576,2,0
48,6,0,1,1,7,0,0,2,20,6,633,2,0
30,4,1,2,0,10884,0,0,0,4,8,333,2,1
35,7,1,2,0,1359,0,0,2,17,6,585,2,0
50,9,1,1,0,684,1,0,0,7,1,1834,2,0
48,1,2,0,0,623,1,0,0,2,3,1425,2,1
38,0,2,1,0,-213,1,1,0,4,3,519,1,0
26,9,1,3,0,-277,1,0,0,16,0,1018,2,0
36,1,2,1,0,5396,1,0,0,9,0,490,2,0
34,4,2,2,0,340,1,0,2,3,6,633,28,0
38,1,1,1,0,384,1,0,2,6,8,1906,3,0
46,1,1,1,0,668,1,0,2,15,8,1263,2,1
22,0,2,1,0,114,0,0,0,30,7,517,1,1
59,5,1,2,0,941,0,1,0,4,3,231,1,0
41,6,2,2,0,-94,1,0,0,4,3,1164,1,1
35,7,1,1,0,59,1,0,2,5,8,1077,1,0
34,4,2,2,0,1058,1,0,0,4,8,240,1,0
49,4,1,2,0,0,0,0,1,17,10,223,1,1
34,0,1,2,0,899,1,0,0,9,0,627,2,0
35,4,1,2,0,36,0,1,0,16,5,1656,5,1
32,7,2,2,0,1743,1,0,0,1,0,1156,1,0
48,0,1,0,0,3644,1,1,1,31,5,1039,9,1
30,9,2,1,0,4684,1,0,0,30,0,268,3,1
43,2,1,2,0,210,0,0,0,29,5,646,2,0
36,7,2,1,0,198,1,0,0,11,8,496,1,0
25,4,2,2,0,702,0,0,0,14,0,163,2,0
27,8,2,2,0,24,1,0,0,2,3,344,2,0
32,4,2,2,0,710,0,0,0,5,1,683,2,0
30,9,2,1,0,1534,1,0,2,27,8,596,1,0
40,1,1,1,0,6536,0,0,2,5,6,647,1,0
35,10,1,1,0,759,0,0,0,19,9,556,3,0
32,7,2,1,0,80,1,0,1,19,9,475,2,0
40,7,1,1,0,1836,1,0,0,12,8,750,2,1
33,9,2,1,0,247,1,0,0,20,9,428,1,0
28,10,1,1,0,1,0,0,0,20,0,128,1,0
34,4,1,2,0,611,0,0,0,2,6,350,1,1
30,4,1,2,0,112,1,0,0,29,4,464,2,0
34,0,2,1,0,-32,0,1,0,30,0,246,2,1
50,10,0,3,0,1088,0,0,0,2,3,749,1,1
31,1,1,0,0,392,1,0,0,14,8,465,2,0
32,4,1,2,0,421,0,0,0,6,1,851,6,0
35,7,2,0,0,167,0,1,0,11,5,614,2,1
27,0,2,1,0,592,1,1,0,5,3,466,3,0
44,3,0,0,0,629,0,0,0,30,5,432,4,0
56,9,1,1,0,589,1,0,2,29,8,535,2,1
37,9,2,2,0,1894,1,0,0,12,8,1925,1,0
49,7,1,1,0,2416,1,0,0,16,0,1366,1,1
32,4,2,2,0,0,0,0,0,5,3,550,4,1
35,1,2,0,0,-276,1,0,0,13,8,850,1,1
56,9,0,1,0,179,0,0,0,18,5,536,1,1
20,8,2,1,0,1681,0,0,1,16,0,130,1,0
31,7,2,1,0,13,0,1,0,6,3,1019,2,1
37,1,1,1,0,236,0,0,0,25,5,438,6,0
39,3,1,2,0,2990,0,0,1,30,0,127,4,0
57,4,1,2,0,830,1,1,0,8,8,662,1,1
30,4,2,1,0,269,0,1,0,7,5,1165,2,0
35,9,1,1,0,723,0,0,0,2,3,324,1,0
25,8,2,2,0,1433,1,0,0,15,8,520,1,0
28,1,2,1,0,121,0,0,0,4,3,542,2,0
37,9,1,1,0,177,1,0,0,16,5,464,3,0
29,7,2,1,0,27,1,0,0,21,5,554,2,0
28,0,2,1,0,-181,1,1,0,7,8,429,2,0
35,4,1,2,0,0,0,0,0,25,1,484,4,0
56,5,1,0,0,1947,0,0,0,30,0,441,2,0
42,4,1,2,1,0,1,0,0,4,3,358,2,0
51,9,0,2,0,3962,1,0,0,2,3,267,1,0
34,8,1,3,0,1387,0,0,0,30,0,121,1,0
51,3,1,1,0,294,0,0,0,20,9,640,1,0
47,1,0,1,0,3823,1,1,0,17,0,647,2,0
53,9,1,1,0,264,0,0,1,27,3,429,4,0
31,4,2,2,0,581,1,1,0,28,4,572,1,0
35,4,1,2,0,300,1,0,0,15,5,555,2,0
43,4,0,2,0,20,0,0,0,6,0,590,2,0
33,2,1,1,0,0,1,1,2,8,8,982,1,0
35,2,1,1,0,2436,0,1,0,14,5,1397,3,1
30,8,2,1,0,25,0,0,1,30,0,44,1,0
45,1,1,0,1,153,0,1,0,18,5,706,9,0
30,1,2,1,0,49,0,0,0,30,4,808,2,1
29,0,2,1,0,27,1,0,0,6,8,754,1,1
51,4,1,2,0,2430,0,0,0,4,1,266,2,0
41,7,0,2,0,1583,1,0,0,9,5,662,1,1
34,4,2,2,0,705,1,0,0,6,8,458,3,0
30,6,2,2,0,1259,0,0,0,20,9,435,1,0
40,1,1,1,0,327,1,0,0,12,8,474,2,0
24,7,2,1,0,414,1,0,0,18,8,493,1,1
35,1,1,1,0,807,1,0,2,29,8,1185,3,0
53,1,1,1,0,25,0,0,0,22,1,528,2,1
35,10,2,1,0,0,0,0,0,30,5,740,3,0
58,0,0,1,0,1713,0,0,2,15,8,544,2,0
32,4,2,2,0,41,1,0,0,7,8,449,1,0
52,7,1,1,0,393,1,1,0,28,4,446,1,0
32,1,1,1,0,476,1,0,0,23,5,956,9,1
45,1,0,0,0,-311,1,0,2,23,8,1030,1,1
44,1,2,0,0,787,1,0,2,30,8,570,2,0
32,0,1,1,0,8749,1,1,2,21,10,294,1,1
29,4,1,1,0,160,0,0,0,9,3,844,2,0
40,9,2,3,0,3652,1,0,2,14,8,1028,2,1
32,7,1,1,0,983,1,0,0,20,9,500,2,1
51,0,2,1,0,1994,0,0,2,18,6,771,2,1
44,7,1,1,0,-289,0,1,0,20,9,487,1,0
37,0,1,1,0,637,0,0,2,5,6,1084,1,0
45,1,1,1,0,1144,1,0,2,22,10,676,1,1
56,5,0,2,0,13094,0,0,0,25,8,1064,1,1
45,4,1,2,0,212,0,0,0,21,0,65,2,1
33,6,2,2,0,94,1,0,0,5,8,955,2,1
41,1,1,1,0,1219,1,0,0,11,8,628,1,0
37,6,2,2,0,3759,0,0,2,26,6,650,2,0
55,0,1,3,0,2038,0,0,0,9,0,394,1,1
32,4,2,2,0,2667,1,0,0,12,1,971,2,1
35,1,1,1,0,210,1,0,0,30,4,626,3,0
51,4,0,1,0,-35,1,0,0,8,8,498,1,0
63,0,1,1,0,-40,0,0,0,22,0,99,3,0
39,4,1,2,0,399,0,0,0,9,0,504,1,0
50,1,2,0,0,1558,1,0,0,3,3,294,1,0
43,1,1,0,1,0,0,1,0,22,5,431,8,0
59,5,1,0,0,1115,0,0,2,19,6,834,1,1
31,0,2,1,0,431,1,1,2,20,8,1045,1,1
56,0,1,1,0,95,1,0,0,18,8,428,2,0
58,5,0,1,0,-370,0,0,0,17,9,1449,1,0
52,4,2,2,0,824,0,0,0,8,8,466,1,0
34,9,0,2,0,501,1,0,2,19,8,546,12,0
25,7,2,1,0,2311,0,1,0,21,5,1105,2,1
23,1,2,1,0,105,1,0,2,16,8,498,2,0
33,0,2,1,0,315,1,1,0,14,8,888,3,1
33,4,2,2,0,0,1,0,0,13,8,585,1,1
28,7,2,0,0,198,0,0,0,4,3,976,2,1
40,9,1,1,0,257,1,0,2,16,8,731,4,0
27,9,2,1,0,158,0,0,2,1,5,650,2,1
28,1,1,1,0,781,1,0,2,27,8,749,2,0
59,5,1,1,0,0,0,0,2,5,6,812,1,1
25,6,2,1,0,1242,1,0,2,28,8,615,2,1
32,7,1,1,0,414,1,0,0,3,3,236,2,0
31,9,2,2,0,985,1,0,0,17,0,997,1,1
33,4,1,2,0,273,1,0,2,16,8,803,1,1
38,4,1,2,0,1223,0,0,0,12,1,1092,5,1
29,10,2,0,0,1027,0,0,0,28,4,451,3,0
55,3,1,2,0,4235,0,0,0,7,1,973,4,0
31,4,1,2,0,4720,1,0,0,13,1,460,2,0
25,4,1,2,0,4461,0,0,0,11,7,796,5,1
27,0,1,1,0,-435,0,0,2,3,5,935,2,0
32,1,1,0,0,642,0,1,0,8,5,524,1,0
44,0,0,1,0,-88,1,0,2,27,8,600,2,0
52,6,1,2,0,6657,0,0,1,30,0,917,1,1
32,4,2,2,0,2069,0,0,0,22,0,545,1,1
41,4,2,2,0,1982,0,0,0,21,9,558,1,1
31,9,1,1,0,297,0,0,0,19,1,551,4,0
37,7,2,1,0,99,1,1,0,20,0,617,1,0
55,9,0,1,0,2730,0,0,0,4,1,430,2,0
67,5,2,2,0,2144,0,0,1,21,0,847,2,1
29,1,2,1,0,309,1,0,0,11,8,471,3,0
46,4,1,2,0,974,1,0,2,20,6,652,3,0
44,9,1,0,0,755,0,1,0,31,5,829,4,1
57,10,1,1,0,3754,0,0,0,5,3,1063,2,1
54,0,0,1,0,1693,0,0,0,30,0,1277,1,1
50,9,0,1,0,-54,1,1,0,13,8,698,2,1
42,1,1,1,0,1598,1,1,0,16,0,1463,2,1
60,1,1,0,0,1262,1,1,2,13,8,1015,1,1
26,1,2,0,0,619,1,1,0,14,8,720,1,0
40,6,1,1,0,1270,1,0,0,8,8,1049,2,0
38,0,2,1,0,0,0,0,0,8,5,452,3,0
34,4,1,2,0,-422,1,0,0,30,4,458,3,0
32,10,1,2,0,1,0,0,0,25,5,449,2,0
32,1,1,0,0,323,1,0,2,21,8,530,2,0
39,2,0,2,0,0,0,0,0,16,0,561,3,0
34,4,2,2,0,681,0,0,0,6,1,637,2,1
25,0,2,1,0,120,1,0,2,3,6,542,1,0
40,4,1,1,0,754,0,1,0,6,0,635,1,1
40,9,2,1,0,5637,1,0,2,30,8,553,3,1
47,4,1,3,0,4189,1,0,0,19,9,489,3,1
37,0,2,1,0,16,0,0,0,18,8,488,5,0
35,1,0,3,0,164,0,0,2,11,6,967,2,1
28,10,2,1,0,434,1,0,0,30,0,257,1,0
39,4,1,2,0,3518,1,0,0,8,8,440,1,0
37,4,2,2,0,8828,0,0,2,12,6,1010,3,1
45,10,1,3,0,490,1,0,0,5,3,776,3,0
59,3,1,2,0,0,0,0,1,13,9,494,1,1
48,7,1,1,0,7434,0,0,2,17,6,986,1,0
28,9,2,1,0,390,0,1,0,23,5,475,2,0
76,4,1,3,0,1780,1,0,1,23,0,413,3,1
31,4,1,3,0,4123,0,0,0,21,9,584,2,0
35,4,2,2,0,565,1,0,2,30,8,763,1,1
58,2,1,1,0,318,1,0,0,17,9,430,1,0
44,1,2,0,0,142,1,0,0,9,5,668,1,0
29,1,2,0,0,80,1,0,2,28,8,678,1,0
44,4,1,2,0,309,1,0,0,5,3,676,1,1
54,9,1,2,0,758,1,1,0,8,5,554,1,0
54,1,1,1,0,548,0,0,0,18,1,520,7,1
32,9,2,2,0,4,1,0,0,30,0,311,1,0
28,4,1,2,0,247,0,0,0,6,3,1192,3,0
28,8,2,3,0,78,0,0,0,28,4,554,2,0
33,7,1,1,0,2918,0,1,0,20,9,1059,2,1
30,10,1,2,0,0,1,0,0,18,9,756,1,0
57,9,1,1,0,7554,0,0,1,28,10,141,1,1
31,1,1,0,0,33,1,0,0,24,5,901,2,1
38,1,1,1,0,1370,1,0,0,11,8,472,2,0
33,4,1,2,0,7,1,0,1,24,5,780,1,0
45,4,1,2,0,506,0,0,0,23,0,229,2,1
54,0,0,1,0,1383,1,1,0,30,5,622,4,0
54,6,0,1,0,1016,1,0,0,21,9,643,3,0
50,4,0,2,0,-5,1,0,0,5,3,1118,1,0
31,1,2,1,0,1205,1,0,0,16,0,462,1,0
52,11,1,3,0,5361,0,0,0,5,1,607,3,1
36,0,1,1,0,3268,0,0,0,9,0,429,2,0
37,4,1,2,0,19,1,0,0,7,8,580,2,0
31,9,1,1,0,6699,0,0,0,4,1,436,1,0
28,0,1,1,0,22,1,1,0,14,8,523,2,0
59,1,1,0,0,320,1,0,2,15,8,695,1,1
45,2,1,3,0,3133,1,1,0,10,5,804,1,1
56,0,1,3,0,681,0,0,0,13,1,900,2,0
49,1,1,2,0,1784,0,0,2,12,6,753,1,0
45,1,1,0,0,0,0,0,0,26,1,454,2,0
50,4,1,2,0,-470,1,0,0,8,8,506,2,0
31,7,1,1,0,1422,0,0,0,30,0,97,1,0
49,11,1,3,0,301,0,0,0,14,1,789,2,0
28,10,2,2,0,497,1,0,0,24,5,1602,6,1
34,1,1,1,0,262,0,0,0,1,6,339,1,1
44,9,1,1,0,-199,0,0,0,28,4,692,2,0
57,5,1,1,0,6610,0,0,0,14,1,449,2,0
42,4,2,2,0,0,1,1,2,5,8,562,2,1
39,0,1,1,0,3732,1,0,0,18,9,515,1,0
28,11,2,1,0,4465,0,0,0,28,4,769,1,1
35,8,1,2,0,387,1,0,0,8,8,1024,3,1
26,1,2,1,0,2613,0,0,0,29,4,435,2,0
32,9,1,1,0,348,1,0,0,17,5,926,1,1
44,10,0,0,0,757,0,0,2,30,8,498,4,0
32,4,0,2,0,222,0,1,0,15,5,820,4,1
32,4,2,2,0,334,0,0,0,22,1,944,14,0
37,1,1,1,0,417,0,0,0,31,5,1212,5,0
51,4,1,2,0,4917,0,0,0,23,0,113,1,1
56,10,0,0,0,109,0,0,0,15,5,924,4,0
26,7,2,1,0,2047,1,0,0,15,8,457,1,0
56,0,1,3,0,1167,0,0,0,12,1,465,9,0
45,1,1,0,0,803,1,0,0,4,8,742,4,1
36,9,2,2,0,3241,1,1,0,17,0,1184,2,0
37,7,2,1,0,887,0,0,0,14,8,553,2,0
36,9,1,2,0,421,1,0,0,13,8,793,5,0
39,0,0,1,0,2679,1,1,2,23,8,811,1,0
45,1,1,1,0,1103,1,0,0,24,5,828,2,0
53,4,1,2,0,193,0,0,2,14,8,521,2,0
39,4,1,2,0,225,1,0,0,20,9,554,2,0
28,4,2,2,0,-56,0,1,0,23,5,884,1,0
40,4,1,2,0,8902,1,0,0,14,1,464,5,0
31,10,1,1,0,24,1,0,0,19,9,631,1,0
50,9,0,1,0,8016,0,0,0,17,5,903,4,0
30,1,1,1,0,309,1,0,2,7,8,1574,2,1
56,1,1,1,0,244,1,0,0,14,8,465,3,0
36,9,2,1,0,3254,1,0,2,27,10,207,1,1
49,1,1,0,0,98,0,1,2,19,6,534,1,0
41,1,2,2,0,6025,0,0,2,19,6,559,1,0
29,4,1,1,0,231,0,0,0,30,0,80,1,0
42,4,2,2,0,2032,1,0,0,24,5,1173,4,0
53,9,0,2,0,2228,0,0,0,17,9,890,1,1
28,6,2,1,0,3761,0,1,0,23,5,623,3,0
72,5,1,1,0,4269,0,0,1,16,0,122,3,0
39,4,1,2,0,588,1,1,0,2,3,2256,2,0
30,1,2,0,0,395,0,0,0,21,9,429,1,0
34,4,1,2,0,1657,1,0,0,18,8,566,2,0
43,0,2,1,0,250,1,0,0,4,3,390,2,0
50,7,1,1,0,1126,0,0,0,4,1,679,1,0
39,9,1,1,0,0,0,0,0,4,1,281,3,0
54,1,1,0,0,175,0,1,0,8,5,1027,1,0
41,10,0,0,0,487,0,0,0,30,0,157,1,0
34,1,1,1,0,2139,1,0,0,15,8,1452,1,0
60,3,1,0,0,1043,0,0,0,18,1,1364,4,0
32,4,2,2,0,6542,1,0,0,15,8,1598,4,1
41,9,1,1,0,112,1,0,0,17,9,1081,1,0
53,0,0,3,0,257,0,0,0,11,5,1310,2,1
32,4,0,2,0,294,1,0,0,17,0,1095,1,1
33,1,1,1,0,139,1,1,0,18,8,732,2,1
34,0,1,1,0,124,1,0,1,14,8,604,4,1
38,1,1,0,0,1852,1,0,0,13,8,606,1,1
30,9,1,1,0,-393,1,1,0,16,5,435,1,1
86,5,1,0,0,0,0,0,0,15,0,141,12,0
23,8,2,3,0,854,1,0,2,28,8,664,2,1
37,0,1,1,0,11303,0,0,0,26,8,500,2,0
25,1,1,1,0,1782,1,0,2,19,6,549,1,0
35,0,1,1,0,-87,1,0,2,3,6,1363,7,1
42,1,0,0,0,213,1,0,0,7,5,434,3,1
57,7,1,0,0,-319,0,1,0,5,3,620,1,0
31,4,2,2,0,-24,1,1,2,3,6,589,6,0
50,1,1,0,0,71,1,0,2,6,8,678,1,0
41,0,2,1,0,26,0,0,0,8,5,428,1,0
32,4,2,2,0,0,0,0,0,4,8,417,2,0
28,9,2,1,0,1405,1,0,0,5,3,605,3,0
31,7,1,3,0,-82,1,0,0,31,5,543,31,0
38,4,1,2,0,1617,1,0,0,16,0,691,1,0
60,7,1,1,0,292,0,1,0,2,3,260,5,0
53,1,1,0,0,241,1,0,0,16,0,1410,1,0
45,0,1,1,0,362,0,0,0,12,1,536,4,0
33,7,1,1,0,0,1,0,0,29,4,578,1,0
30,4,0,2,1,-1105,1,0,0,11,8,686,1,0
35,0,2,1,0,1836,0,0,0,29,4,623,2,0
39,1,2,0,0,1537,0,1,2,5,6,805,2,0
28,1,1,1,0,269,1,0,2,3,6,615,1,0
56,4,1,2,0,154,0,0,0,25,1,454,6,0
36,0,1,1,0,212,1,1,0,23,5,1201,6,1
40,3,2,2,0,7441,0,0,0,31,5,1461,6,1
33,9,2,2,0,0,1,0,0,21,9,654,1,1
28,7,2,1,0,341,1,0,0,15,8,437,3,1
33,7,1,1,0,-384,1,0,2,28,8,513,2,0
29,1,2,2,0,1012,1,0,2,19,8,496,3,0
30,7,2,1,0,-158,1,0,0,12,8,426,1,1
53,5,1,0,0,0,0,1,2,27,6,747,1,0
49,7,1,1,0,-8,1,0,2,8,8,1119,1,1
56,4,1,2,0,746,0,0,0,30,0,193,1,0
38,0,1,1,0,271,0,0,0,7,0,60,3,0
36,4,1,2,0,7,1,0,0,17,9,501,2,0
30,9,2,1,0,151,0,0,0,3,3,276,2,0
31,4,2,2,0,409,0,1,0,9,5,564,5,1
44,7,1,1,0,27,0,0,0,25,8,485,1,0
51,9,1,3,0,205,1,1,2,13,8,665,1,0
56,10,0,2,0,0,1,0,0,30,5,1259,6,0
42,9,2,1,0,1364,1,0,2,15,8,1867,6,1
57,0,0,1,0,658,0,0,0,10,5,724,1,1
60,5,1,1,0,6132,0,0,0,4,3,266,2,0
45,10,2,1,0,33,0,0,0,5,3,437,1,0
32,4,1,2,0,2853,1,1,0,4,3,419,1,0
48,9,1,1,0,93,0,0,0,24,5,537,2,0
38,0,1,1,0,260,1,0,0,10,5,446,1,0
29,9,2,1,0,32,1,1,0,17,0,514,1,0
35,1,1,3,0,4822,1,0,2,20,8,843,2,1
50,4,1,2,0,569,0,1,0,18,1,452,4,0
32,9,1,1,0,282,1,0,0,4,8,257,2,0
42,1,1,1,0,1,0,0,0,15,5,462,1,0
39,7,0,1,0,5873,0,0,0,17,0,280,1,0
38,0,1,1,0,384,0,0,0,3,3,387,1,0
29,9,2,2,0,1669,0,0,0,30,0,196,1,0
22,8,2,1,0,310,1,0,0,6,8,903,2,0
31,4,2,2,0,9874,1,0,2,23,8,1222,5,0
43,6,0,1,0,347,0,0,0,19,9,1468,3,1
41,4,1,0,0,5310,1,0,0,17,9,984,1,1
31,6,2,2,0,17924,1,0,0,21,9,608,3,0
38,3,0,1,0,70,0,0,0,1,6,263,1,1
33,9,1,1,0,81,0,0,0,19,1,671,2,0
29,9,2,1,0,674,0,0,0,30,0,483,1,1
26,1,2,1,0,2353,0,0,0,3,3,498,2,0
39,4,1,2,0,4539,0,0,0,30,0,301,1,0
42,4,1,2,0,1680,1,0,2,6,8,765,1,0
33,7,2,2,0,-452,0,0,0,29,4,692,2,1
57,3,1,0,0,625,0,1,2,11,6,867,1,1
36,0,2,1,0,728,0,0,0,30,0,230,1,1
24,7,1,1,0,183,1,0,0,18,8,453,4,0
35,6,2,1,0,1732,0,0,1,21,9,1441,3,0
39,1,1,0,0,-388,1,0,2,29,8,691,1,0
57,4,0,2,0,8897,1,0,0,12,1,865,2,1
30,9,2,2,0,290,0,0,0,11,1,485,5,0
49,4,1,2,0,603,1,0,0,20,0,590,3,0
31,8,1,1,0,147,1,0,0,15,8,456,1,0
30,1,2,2,0,297,0,0,0,7,0,465,4,1
34,2,1,1,0,3119,1,0,0,20,9,505,1,0
34,4,1,2,0,606,0,0,0,20,0,97,1,1
35,0,1,1,0,404,1,0,2,29,8,539,1,1
28,9,2,2,0,4253,1,0,0,4,3,336,6,0
29,4,2,2,0,36252,1,0,0,30,0,501,1,1
24,9,2,3,0,818,1,1,2,27,8,953,3,0
27,7,2,2,0,128,0,0,0,8,0,83,1,0
52,7,0,1,0,0,0,0,0,31,5,530,3,0
35,4,0,2,0,0,1,0,1,29,10,171,1,1
32,1,2,1,0,782,1,0,0,17,0,517,1,0
33,9,2,1,0,555,0,1,0,4,5,425,2,0
40,6,1,2,0,2977,1,0,0,17,5,1018,1,0
40,4,1,2,0,2840,1,0,0,8,5,1720,4,0
43,1,1,1,0,0,1,0,0,8,8,440,1,0
49,4,2,2,0,163,1,0,2,6,8,496,3,0
37,7,1,0,0,0,1,0,2,26,8,581,1,0
26,0,2,1,0,96,0,0,0,6,8,606,1,0
31,4,2,2,0,170,1,1,0,13,1,458,2,0
31,1,1,0,0,-848,1,0,2,23,8,559,3,0
46,1,1,1,0,853,0,0,0,11,5,1187,3,0
35,1,1,1,0,21,1,0,0,8,0,663,2,0
36,6,1,1,0,1245,1,0,2,6,6,1469,9,1
44,7,1,0,0,764,0,0,0,3,3,224,1,0
40,10,1,0,0,1908,1,0,0,5,3,1661,2,1
37,1,1,3,0,1795,1,0,2,5,6,511,1,0
53,1,1,0,0,343,1,0,0,25,5,616,5,1
36,1,2,2,0,3649,1,0,2,17,6,756,2,0
35,1,1,1,0,860,1,0,2,5,6,884,4,1
51,9,1,1,0,337,1,0,0,20,1,687,4,0
50,10,2,1,0,588,0,0,0,31,5,649,3,0
28,9,2,2,0,230,1,0,0,20,0,505,3,0
36,9,2,1,0,318,0,0,0,14,1,924,4,0
38,9,2,1,0,571,0,0,0,4,3,275,3,0
34,9,1,2,0,149,0,0,0,22,1,739,2,1
56,7,1,0,0,486,0,1,1,21,5,1877,1,1
30,1,2,1,0,103,1,0,0,17,0,2053,2,0
52,4,1,1,0,5193,0,0,0,23,0,477,2,0
27,1,2,1,0,-116,1,1,0,17,0,432,2,0
54,4,0,1,0,300,1,0,0,20,9,562,2,1
52,5,0,2,0,3687,1,1,2,16,6,741,4,1
45,1,1,1,0,-149,1,0,2,15,8,644,2,0
35,4,2,2,0,635,0,0,0,15,5,547,12,0
42,4,1,2,0,1435,1,0,0,7,8,1148,1,1
27,7,1,1,0,-1202,1,0,2,4,6,749,2,0
46,9,0,2,0,0,0,0,0,28,4,1199,2,1
56,4,1,2,0,616,0,0,0,30,0,225,1,1
40,1,2,1,0,677,1,0,0,17,9,619,1,0
30,4,2,2,0,1571,0,0,0,5,1,996,2,0
49,1,1,0,0,3,0,1,0,9,5,1439,6,1
36,9,1,1,0,197,1,0,0,7,8,589,2,0
24,1,2,1,0,833,1,0,0,15,8,956,1,1
44,0,0,1,0,2999,1,0,0,14,8,717,1,1
38,1,1,1,0,1627,0,0,2,16,6,1323,9,1
53,4,1,2,0,1624,0,0,0,30,0,284,3,1
44,4,1,2,0,332,1,0,0,23,5,497,5,0
48,11,1,3,0,558,0,0,0,25,1,433,6,0
52,4,1,2,0,19797,1,0,2,2,6,966,3,0
55,4,2,2,0,0,0,0,0,30,0,156,3,0
37,2,2,2,0,-961,0,0,0,13,0,294,1,0
31,0,2,1,0,757,0,0,0,3,3,343,2,0
48,1,1,1,0,1513,0,1,0,17,5,1171,1,0
26,1,2,1,0,49,0,0,0,21,5,489,3,0
39,1,1,1,0,300,1,0,0,14,8,506,1,0
29,1,2,1,0,1012,1,0,2,23,8,926,1,0
47,10,1,0,0,324,0,0,0,21,9,462,2,1
56,4,1,1,0,145,0,0,0,4,3,224,1,0
32,7,2,1,0,473,1,0,0,7,5,624,5,0
55,4,0,1,0,204,1,0,0,11,5,1973,2,1
59,5,0,2,0,4,1,0,2,2,6,517,2,0
58,3,0,0,0,0,0,0,0,11,5,965,2,0
35,1,1,1,0,80,1,1,2,2,6,579,2,0
32,3,1,2,0,10,1,0,2,2,6,658,2,0
43,0,1,1,0,0,1,0,0,17,5,674,3,0
21,8,2,1,0,224,0,0,0,30,0,871,1,1
28,2,2,2,0,224,1,0,0,18,8,567,2,0
35,4,1,2,0,299,0,0,0,19,1,1059,5,0
39,1,1,1,0,49,1,0,0,14,8,566,1,0
34,0,1,1,0,1183,1,0,0,20,0,575,2,0
42,3,1,2,0,-560,1,1,0,9,5,630,4,0
50,1,1,0,0,506,1,0,1,7,1,430,4,0
36,1,2,1,0,0,1,0,0,5,3,569,2,0
28,1,2,0,0,1199,1,0,0,30,5,1011,20,0
29,0,2,1,0,1261,0,0,0,5,3,605,1,0
53,2,1,1,0,111,1,0,0,20,9,600,3,0
28,0,1,1,0,317,1,0,0,15,5,673,2,0
60,3,1,0,0,517,0,0,2,12,6,1178,3,0
60,5,1,3,0,209,0,0,0,30,0,472,1,0
39,4,1,1,0,1072,1,0,2,27,8,1168,2,0
32,4,2,2,0,469,1,0,0,14,8,925,1,0
49,4,1,2,0,596,1,0,0,3,0,579,2,0
26,4,2,1,0,565,1,0,2,6,6,582,11,0
65,5,1,0,0,276,0,0,0,22,0,229,1,1
55,7,1,3,0,-45,1,0,2,16,8,764,7,0
